ID,No. de caja,Secuencia de expedientes,No. de expediente,Contenido,Fecha,No. de Ley/Resolución/Decreto,Observaciones,Tipo de Iniciativa,Resolución / contrato
1270,Pendiente,2271-2306,2282,"Proyecto de ley que crea obligaciones a las personas a quienes el Estado concede pensiones o becas para hacer o ampliar estudios científicos, artísticos o literarios en el extranjero. ",19/04/1937,Ley #1286,,Proyecto de Ley,
1271,Pendiente,2271-2306,2283,Proyecto de ley por cuyo medio se pensiona a la Sra. doña Luisa Luperón con $40.00 mensuales.,22/04/1937,Ley #1288,,Proyecto de Ley,
1272,Pendiente,2271-2306,2284,"Terna enviada por el Jefe del Partido Dominicano para llenar la vacante producida por la renuncia del senador por la provincia de La Vega, Sr. Emilio Espínola. ",26/04/1937,-,,Terna,
1273,Pendiente,2271-2306,2285,Proyecto de ley por medio del cual se designa con el nombre de Julia Molina el camino carretero que unirá la población de Dajabón con la Villa José Trujillo Valdez.,28/04/1937,Ley #1291,,Proyecto de Ley,
1274,Pendiente,2271-2306,2286,Proyecto de Ley de Impuesto sobre Espectáculos Públicos.,29/04/1937,Ley #1416,,Proyecto de Ley,
1275,Pendiente,2271-2306,2287,"Proyecto de leyes relativos a los siguientes convenios internacionales: “Tratado relativo a la Prevención de Controversias” “Convención sobre Mantenimiento, Afianzamiento y Restablecimiento de la Paz” “Convención para Coordinar, Ampliar y Asegurar el Cumplimiento de los Tratados Existentes entre los Estados Americanos” “Tratado Interamericano sobre Buenos Oficios y Mediación”.",03/05/1937,"Leyes Núms. 1294, 72, 96, 97, 98",,Proyecto de Ley,
1276,Pendiente,2271-2306,2288,Proyecto de Ley sobre Protocolo Adicional Relativo a No Intervención.,03/05/1937,Ley #1295,,Proyecto de Ley,
1277,Pendiente,2271-2306,2289,Proyecto de Ley sobre Divorcio.,04/05/1937,Ley #1306-Bis,,Proyecto de Ley,
1278,Pendiente,2271-2306,2290,Proyecto de ley que amplía la Ley No. 755 que otorga el título de Doctor Honoris Causa.,04/05/1937,Ley #1300,,Proyecto de Ley,
1279,Pendiente,2271-2306,2291,Proyecto de resolución que aprueba varios nombramientos diplomáticos.,04/05/1937,Resolución #1293,,Resolución,
1280,Pendiente,2271-2306,2292,Proyecto de ley que designa con el nombre de “Julia Molina” la calle Presidente Vásquez de la ciudad de San Fernando de Montecristi.,06/05/1937,-,,Proyecto de Ley,
1281,Pendiente,2271-2306,2293,Proyecto de ley que autoriza al Poder Ejecutivo a vender de grado a grado o como mejor convenga un solar perteneciente al Estado situado en la calle “José Gabriel García” de Ciudad Trujillo.,06/05/1937,Ley #1301,,Proyecto de Ley,
1282,Pendiente,2271-2306,2294,"Proyecto de ley que dispone la jubilación de la profesora Leonor María Feltz, con pensión de $40.00 mensuales.",06/05/1937,Ley #1302,,Proyecto de Ley,
1283,Pendiente,2271-2306,2295,Proyecto de ley que declara 3 días de duelo con motivo del fallecimiento del diputado Sr. don Julián A. Barinas.,12/05/1937,Resolución #1299,,Proyecto de Ley,
1284,Pendiente,2271-2306,2296,"Proyecto de ley que modifica la  Ley de Impuesto sobre Movimiento de Carga, Muelle y Almacenaje.",18/05/1937,Ley #1303,,Proyecto de Ley,
1285,Pendiente,2271-2306,2297,"Proyecto de ley que designa con el nombre de “Presidente Trujillo” la calle “El Carmen”, de San Francisco de Macorís. ",18/05/1937,Ley #1304,,Proyecto de Ley,
1286,Pendiente,2271-2306,2298,Proyecto de ley que obliga iniciar y terminar conciertos con el Himno Nacional.,11/05/1937,Ley #1307,,Proyecto de Ley,
1287,Pendiente,2271-2306,2299,Proyecto de ley que modifica el artículo 1° de la Núm. 1282 (bandera del Ejército Nacional). ,18/05/1937,Ley #1305,,Proyecto de Ley,
1288,Pendiente,2271-2306,2300,"Proyecto de ley que aprueba la Ordenanza del Ayuntamiento de Neiba, designando con el nombre de “José Trujillo Valdez” la sección de “Barbacoas”.",20/05/1937,Ley #1311,,Proyecto de Ley,
1289,Pendiente,2271-2306,2301,Proyecto de resolución que prorroga hasta por 30 días más la Legislatura Ordinaria que se inició el 27 de febrero de 1937.,26/05/1937,Resolución #1308,,Resolución,
1290,Pendiente,2271-2306,2301-Bis,Ley que otorga al generalísimo Trujillo la Gran Cruz del Valor.,26/05/1937,Ley #1261,,Proyecto de Ley,
1291,Pendiente,2271-2306,2302,"Proyecto de ley que destina $200.000.00, para la ejecución del plan de mejoramiento social y mejoramiento social y económico.",26/05/1937,Ley #1309,,Proyecto de Ley,
1292,Pendiente,2271-2306,2303,Proyecto de ley que autoriza al Secretario de Estado del Tesoro a enajenar bienes del dominio privado de la nación.,02/06/1937,Ley #1314,,Proyecto de Ley,
1293,Pendiente,2271-2306,2304,Proyecto de ley que protege al agricultor dominicano en la venta de sus frutos.,03/06/1937,Ley #1315,,Proyecto de Ley,
1294,Pendiente,2271-2306,2305,Proyecto de ley que designa con el nombre de “José Trujillo Valdez” la carretera “Los Llanos a la carretera Mella”.,03/06/1937,Ley #1316,,Proyecto de Ley,
1295,Pendiente,2271-2306,2306,Proyecto de ley que declara “Primera Dama de la República” a la excelsa matrona doña Julia Molina Vda. Trujillo Valdez.,03/06/1937,Ley #1319,,Proyecto de Ley,
1296,Pendiente,2307-2339,2307,Proyecto de ley que establece un impuesto especial sobre cada saco de azúcar de 320 libras que se elabora o se tenga elaborada (empresas azucareras que procedan al desalojo en masa de agricultores).,08/06/1937,Ley #1313,,Proyecto de Ley,
1297,Pendiente,2307-2339,2308,Proyecto de ley por cuyo medio se adopta como himno del Ejército Nacional el compuesto por el capitán José D. Cerón con letra del poeta Emilio A. Morel.,04/06/1937,Ley #1312,,Proyecto de Ley,
1298,Pendiente,2307-2339,2309,"Proyecto de ley que reforma los artículos 2 y 3 de la Ley No. 1020, o sea la ley que indica los funcionarios competentes para levantar actas de las infracciones de las leyes relativas al trabajo.",08/06/1937,Ley #1320,,Proyecto de Ley,
1299,Pendiente,2307-2339,2310,Proyecto de ley que agrega un párrafo al artículo 2° de la Ley No. 786 de Secretaría de Estado.,09/06/1937,Ley #1322,,Proyecto de Ley,
1300,Pendiente,2307-2339,2311,Proyecto de ley que reforma el artículo 9 de la Ley sobre Conservación de Montes y Aguas.,08/06/1937,Ley #1321,,Proyecto de Ley,
1301,Pendiente,2307-2339,2312,Proyecto de ley que dispone la compilación e impresión de los discursos del honorable presidente Trujillo con el fin de que sean leídos y comentados en las escuelas públicas del país.,09/06/1937,Ley #1317,,Proyecto de Ley,
1302,Pendiente,2307-2339,2313,Proyecto de ley por cuyo medio se consagra ciertas medidas a favor de los deportistas extranjeros que deseen visitar la República en excursiones de cacería.,09/06/1937,Ley #1318,,Proyecto de Ley,
1303,Pendiente,2307-2339,2314,Proyecto de ley que crea la “Medalla Conmemorativa del 23 de Febrero”.,26/05/1937,Ley #1323,,Proyecto de Ley,
1304,Pendiente,2307-2339,2315,"Proyecto de ley que faculta al Consejo Administrativo del Distrito de Santo Domingo, y a los ayuntamientos para establecer en sus respectivas jurisdicciones, impuestos sobre los productos industriales. ",16/06/1937,-,,Proyecto de Ley,
1305,Pendiente,2307-2339,2316,Proyecto de ley que designa con el nombre de “Ramfis” un parque en construcción de San Francisco de Macorís.,16/06/1937,Ley #1329,,Proyecto de Ley,
1306,Pendiente,2307-2339,2317,Proyecto de ley que modifica nuevamente los párrafos 179 y 180 de la Ley No. 854.,17/06/1937,Ley #1327,,Proyecto de Ley,
1307,Pendiente,2307-2339,2318,Proyecto de ley relativo a la organización y funcionamiento de la Junta Pro Centenario de la Fundación de la República.,15/06/1937,Ley #1332,,Proyecto de Ley,
1308,Pendiente,2307-2339,2319,Proyecto de ley por cuyo medio se autoriza al Poder Ejecutivo a ordenar la emisión de sellos de correos que se denominara Sellos del Centenario.,15/06/1937,Ley #1333,,Proyecto de Ley,
1309,Pendiente,2307-2339,2320,Proyecto de ley por cuyo medio se operan modificaciones en la Ley de Gastos Públicos para este mismo año.,21/06/1937,-,,Proyecto de Ley,
1310,Pendiente,2307-2339,2321,"Proyecto de ley que modifica la legislación vigente sobre alcoholes, con el objeto de permitir el envejecimiento de ron en el país y de propiciar la fabricación de perfumes y lociones. ",23/06/1937,Ley #1326,,Proyecto de Ley,
1311,Pendiente,2307-2339,2322,Proyecto de ley por cuyo medio quedan aprobadas y ratificadas las inversiones realizadas con cargos al superávit de ingresos producidos en la recaudación a los años 1935 y 1936.,23/06/1937,Ley #1325,,Proyecto de Ley,
1312,Pendiente,2307-2339,2323,"Proyecto de ley que grava con un impuesto de 10% ad valorem, la exportación de maderas de caoba, cedro y espinillo. ",23/06/1937,Ley #1331,,Proyecto de Ley,
1313,Pendiente,2307-2339,2324,"Proyecto de ley por cuyo medio se faculta a toda persona mayor de edad y en su plena capacidad civil, a autorizar a otra persona que lleve su apellido, agregándolo al de la persona autorizada. ",23/06/1937,Ley #1324,,Proyecto de Ley,
1314,Pendiente,2307-2339,2325,Instalación del Senado en su 10ª Legislatura Extraordinaria de 1937.,22/06/1937,-,,Sesión constitucional,
1315,Pendiente,2307-2339,2326,Proyecto de ley que deroga la Núm. 1211 (depósito exigido a los dominicanos que salgan del país) y faculta al Secretario de Estado de lo Interior a exigir el depósito.,24/06/1937,Ley #1328,,Proyecto de Ley,
1316,Pendiente,2307-2339,2327,Proyecto de ley que modifica nuevamente el párrafo del artículo 76 de la de Policía relativo a la crianza de cerdos fuera de cerca. ,25/06/1937,Ley #1338,,Proyecto de Ley,
1317,Pendiente,2307-2339,2328,Convenio internacional sobre la regulación de la producción y venta de azúcar firmado en Londres.,26/06/1937,Ley #1336,,Proyecto de Ley,
1318,Pendiente,2307-2339,2329,Proyecto de ley sobre convención internacional referente al uso de la radiodifusión en interés de la paz. ,30/06/1937,Ley #1342,,Proyecto de Ley,
1319,Pendiente,2307-2339,2330,Proyecto de ley que crea una Comisión Asesora del Museo Nacional.,30/06/1937,Ley #1341,,Proyecto de Ley,
1320,Pendiente,2307-2339,2331,"Proyecto de resolución que declara de duelo oficial los días 1, 2 y 3 de julio de 1937 como homenaje a la memoria del ciudadano fallecido Mons. Dr. Adolfo Alejandro Nouel y Bobadilla.",30/06/1937,Resolución #1335,,Resolución,
1321,Pendiente,2307-2339,2332,Proyecto de ley que establece el registro de extranjeros.,07/07/1937,Ley #1343,,Proyecto de Ley,
1322,Pendiente,2307-2339,2333,Proyecto de ley por cuyo medio se aumenta en $232.800.00 la estimación de ingresos por concepto de las Rentas Nacionales.,07/07/1937,-,,Proyecto de Ley,
1323,Pendiente,2307-2339,2334,Proyecto de ley aprobatorio de la Ord. Municipal que designa “Parque Trujillo” el que está anexo a la Fortaleza “Duarte” en San Francisco de Macorís.,08/07/1937,Ley #1347,,Proyecto de Ley,
1324,Pendiente,2307-2339,2335,Proyecto de ley que modifica el artículo 57 de la de Aduanas y Puertos.,09/07/1937,Ley #1348,,Proyecto de Ley,
1325,Pendiente,2307-2339,2336,Proyecto de ley que pensiona con $100.00 mensuales a la Vda. de Montolío (Virginia Nouel).,14/07/1937,Ley #1345,,Proyecto de Ley,
1326,Pendiente,2307-2339,2337,Proyecto de ley que designa el puerto de Ciudad Trujillo con el nombre de “Puerto Trujillo”.,16/03/1937,Ley #1356,,Proyecto de Ley,
1327,Pendiente,2307-2339,2338,Proyecto de ley que aprueba la resolución de la común de Altamira que da el nombre de “Presidente Trujillo” a un parque de dicha población.,21/07/1937,Ley #1354,,Proyecto de Ley,
1328,Pendiente,2307-2339,2339,Proyecto de ley que establece los lugares en los cuales pueden ejercer legalmente sus funciones los Oficiales del Estado Civil de Santiago.,21/07/1937,Ley #1353,,Proyecto de Ley,
1329,Pendiente,2340-2370,2340,Proyecto de ley que crea una orden heráldica que se denominara “Orden de Cristóbal Colón”.,14/07/1937,Ley #1352,,Proyecto de Ley,
1330,Pendiente,2340-2370,2341,Proyecto de ley que modifica los párrafos U del artículo 4° y el párrafo P del artículo 5° de la No. 937 de Carretera y Tránsito por las mismas. ,15/07/1937,Ley #1351,,Proyecto de Ley,
1331,Pendiente,2340-2370,2342,"Proyecto de ley que prohíbe el arrendamiento o la concesión a particulares de los terrenos o riquezas naturales de las islas, islotes y cayos adyacentes a la República. ",17/07/1937,Ley #1350,,Proyecto de Ley,
1332,Pendiente,2340-2370,2343,Proyecto de ley por medio del cual se jubila al Sr. David Matos con $40.00 mensuales.,21/07/1937,Ley #1360,,Proyecto de Ley,
1333,Pendiente,2340-2370,2344,Proyecto de ley sobre Depuración y Registro de Derechos Relativos a Minas.,21/07/1937,Ley #1361,,Proyecto de Ley,
1334,Pendiente,2340-2370,2345,Proyecto de ley que modifica el artículo 7 de la ley para la Dirección de la Enseñanza Pública.,22/07/1937,Ley #1359,,Proyecto de Ley,
1335,Pendiente,2340-2370,2346,"Proyecto de ley que modifica la Ley Electoral en sus artículos 6, 10, 50 y 80.",23/07/1937,Ley #1362,,Proyecto de Ley,
1336,Pendiente,2340-2370,2347,Proyecto de ley sobre el Presupuesto de Ingresos y la Ley de Gastos Públicos.,26/07/1937,Ley #1363,,Proyecto de Ley,
1337,Pendiente,2340-2370,2348,Proyecto de ley que modifica la que grava al arroz y el azúcar con un impuesto.,28/07/1937,Ley #1357,,Proyecto de Ley,
1338,Pendiente,2340-2370,2349,"Proyecto de ley que dona a la Iglesia Católica, Apostólica y Romana en la República el templo que acaba de ser construido en Dajabón.",02/08/1937,Ley #1364,,Proyecto de Ley,
1339,Pendiente,2340-2370,2350,Proyecto de ley que reglamenta el cobro de las costas legales en materia de simple policía.,04/08/1937,Ley #1367,,Proyecto de Ley,
1340,Pendiente,2340-2370,2351,Proyecto de ley que pensiona con $50.00 mensuales al Sr. Rafael Espaillat y a la Srta. Adela Espaillat hijos del ilustre repúblico Ulises Francisco Espaillat expresidente de la República.,06/08/1937,Ley #1366,,Proyecto de Ley,
1341,Pendiente,2340-2370,2352,Proyecto de ley relativo al Convenio Internacional Azucarero firmado en Londres.,14/08/1937,Ley #1365,,Proyecto de Ley,
1342,Pendiente,2340-2370,2353,Instalación del Senado en su 11° Legislatura Ordinaria de 1937.,16/08/1937,-,,Sesión constitucional,
1343,Pendiente,2340-2370,2354,Proyecto de ley que reforma el artículo 18 de la Ley de Caza.,13/08/1937,Ley #1376,,Proyecto de Ley,
1344,Pendiente,2340-2370,2355,Proyecto de ley que aprueba la Ordenanza del Ayuntamiento de Santiago que designa con el nombre de “Ulises Franco Bidó” la calle No. 2 del sector denominado Villa Belén.,19/08/1937,Ley #1378,,Proyecto de Ley,
1345,Pendiente,2340-2370,2356,Proyecto de ley que aprueba la Ordenanza del Ayuntamiento de Montecristi que designa con “Julia Molina” la calle “16 de Agosto” de aquella población.,19/08/1937,Ley #1377,,Proyecto de Ley,
1346,Pendiente,2340-2370,2357,Proyecto de ley que modifica el artículo 12 de la Ley del Notariado.,25/08/1937,Ley #1371,,Proyecto de Ley,
1347,Pendiente,2340-2370,2358,Proyecto de ley mediante el cual se agrega un párrafo del artículo 6 de la Ley de Organización Judicial.,25/08/1937,Ley #1372,,Proyecto de Ley,
1348,Pendiente,2340-2370,2359,Proyecto de ley que aprueba la Ordenanza dictada por el Ayuntamiento de la común de Moca que designa con el nombre de “Ramfis” a la calle “Rivas” de dicha ciudad.,31/08/1937,Ley #1373,,Proyecto de Ley,
1349,Pendiente,2340-2370,2360,Proyecto de ley que aprueba la Ordenanza del Ayuntamiento de Moca que designa con el nombre de “José María Michel” la calle actualmente conocida con el nombre de “Libertad” de la ciudad de Moca.,31/08/1937,Ley #1374,,Proyecto de Ley,
1350,Pendiente,2340-2370,2361,"Proyecto de ley que enmienda el inciso 60 del artículo 463 del Código Penal, al que, por otra parte, le agrega un párrafo.",31/08/1937,Ley #1471,,Proyecto de Ley,
1351,Pendiente,2340-2370,2362,Proyecto de ley que modifica los artículos 331 y 332 del Código Penal (atentado al pudor con violencia).,31/08/1937,-,Contiene comentario “no pasó” al lado del número de expediente,Proyecto de Ley,
1352,Pendiente,2340-2370,2363,Proyecto de ley que autoriza el transporte de correspondencia por el avión “Santa María” en el vuelo “Pro- Faro a Colón”.,31/08/1937,Ley #1375,,Proyecto de Ley,
1353,Pendiente,2340-2370,2364,"Proyecto de ley que restablece su nombre a la población de Villa Vásquez, y que denomina Demetrio Rodríguez a la población de Juana Gómez (Villa Isabel).",07/09/1937,Ley #1385,Contiene comentarios “No” y “Observada” al lado del número de expediente,Proyecto de Ley,
1354,Pendiente,2340-2370,2365,Proyecto de ley que agrega un párrafo a la No. 833 sobre melaza.,08/09/1937,Ley #1381,,Proyecto de Ley,
1355,Pendiente,2340-2370,2366,Proyecto de ley por cuyo medio se aprueban las convenciones acordadas en la Conferencia Interamericana de Consolidación de la Paz. ,03/09/1937,-,,Proyecto de Ley,
